SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Rainfall_Category,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_5
Andaman & Nicobar Islands,1936,16.5,15.3,116.5,43.07184512428299,194.3,498.3,664.8,562.9,383.8,174.9,199.2,212.2,1409.4492071119655,31.8,155.82091409428094,2109.8,586.3,Normal,3154,3722.8,2987.5,3288.1,2726.2898414223932
Andaman & Nicobar Islands,1937,21.6,10.7,0,112,330.5,732.8,449.5,332,349.5,383.3,251.7,617.5,3591.1,32.3,442.5,1863.8,1252.5,Heavy Rainfall,1409.4492071119655,3154,3722.8,2762.083069037322,2536.6396828447864
Andaman & Nicobar Islands,1938,13.4,57.2,50.5,101.6,368.9,668.6,318.2,397.1,546.7,318.4,316.3,107.5,3264.4,70.6,521,1930.6,742.2,Heavy Rainfall,3591.1,1409.4492071119655,3154,2718.1830690373217,2972.969841422393
Andaman & Nicobar Islands,1939,54.1,1.5,16.1,77.3,480.5,541,335.6,202.8,512.5,263.9,165.9,131.3,2782.5,55.6,573.9,1591.9,561.1,Heavy Rainfall,3264.4,3591.1,1409.4492071119655,2754.983069037322,3028.349841422393
Andaman & Nicobar Islands,1940,0.5,2.8,59.4,0,320.7,335.4,268.1,889.2,477.5,114.1,221,318.8,3007.5,3.3,380.1,1970.2,653.9,Heavy Rainfall,2782.5,3264.4,3591.1,3212.6666666666665,2840.2898414223932
Andaman & Nicobar Islands,1941,0,12.8,0,77.8,251.9,497,302.5,311.9,516,382.8,266,279.5,2898.2,12.8,329.7,1627.4,928.3,Heavy Rainfall,3007.5,2782.5,3264.4,3018.133333333333,2810.989841422393
Andaman & Nicobar Islands,1942,39.2,7.4,27.412912482066,43.07184512428299,85.66086021505376,230.11747549605545,347.02004305190144,289.74218451242825,197.31633189861307,95.32470700789284,39.49643284654058,18.968645284825275,1409.4492071119655,46.6,155.82091409428094,1063.851579703207,153.64862275449102,Normal,2898.2,3007.5,2782.5,2896.0666666666666,3108.74
Andaman & Nicobar Islands,1946,84.4,3.6,21.1,135.2,309.1,535.9,189,367.4,478.3,276.9,146.9,243.8,2791.6,88,465.4,1570.6,667.6,Heavy Rainfall,1409.4492071119655,2898.2,3007.5,2438.3830690373215,2672.409841422393
Andaman & Nicobar Islands,1947,25.1,111.1,63.2,127.7,206.3,965.6,490,293.7,197.31633189861307,376,67.5,168.6,1409.4492071119655,136.2,397.2,1063.851579703207,612.1,Normal,2791.6,1409.4492071119655,2898.2,2366.4164023706553,2577.849841422393
Andaman & Nicobar Islands,1949,0,56.4,0,166.5,405.8,658.4,743.3,404,627.5,339.6,81.1,7,3489.6,56.4,572.3,2433.2,427.7,Heavy Rainfall,1409.4492071119655,2791.6,1409.4492071119655,1870.1661380746436,2303.2396828447863
Andaman & Nicobar Islands,1950,0.8,0,0,95.5,264.2,369.9,366.7,347.3,494.5,224.6,89.3,169.4,2422.2,0.8,359.7,1578.4,483.3,Heavy Rainfall,3489.6,1409.4492071119655,2791.6,2563.5497357039885,2399.659682844786
Andaman & Nicobar Islands,1951,82.7,7.2,0,45.4,259,619.9,665.3,101.3,360.9,489,209.6,434.8,3275.1,89.9,304.4,1747.4,1133.4,Heavy Rainfall,2422.2,3489.6,1409.4492071119655,2440.4164023706553,2304.459682844786
Andaman & Nicobar Islands,1952,0,0.8,69.7,39.4,452.9,657.7,385.5,541.3,240.3,315.6,287.5,89.2,3079.9,0.8,562,1824.8,692.3,Heavy Rainfall,3275.1,2422.2,3489.6,3062.2999999999997,2677.589841422393
Andaman & Nicobar Islands,1953,56,65.3,20.1,159.4,241.1,549.9,444.4,262.8,370.1,243.6,246,63.3,2721.9,121.3,420.5,1627.1,552.9,Heavy Rainfall,3079.9,3275.1,2422.2,2925.733333333333,2735.249841422393
Andaman & Nicobar Islands,1954,83.8,2.1,34.3,58,394.7,539.4,510.8,605.4,763.8,247.2,84.8,124.7,3449,85.9,487,2419.4,456.7,Heavy Rainfall,2721.9,3079.9,3275.1,3025.633333333333,2997.74
Andaman & Nicobar Islands,1955,57.3,28.2,9.9,68.8,663.6,651.1,298.4,356.9,341.8,466.5,362.9,44.2,3349.6,85.5,742.2,1648.3,873.6,Heavy Rainfall,3449,2721.9,3079.9,3083.6,2989.62
Andaman & Nicobar Islands,1956,49.2,77.2,33.8,130.3,491.8,343.1,468.4,467.7,325.1,458.7,164.1,70.5,3080,126.4,656,1604.4,693.3,Heavy Rainfall,3349.6,3449,2721.9,3173.5,3175.1
Andaman & Nicobar Islands,1957,28,19.3,4.6,19,142.4,741.9,316.2,421.3,354.3,299.7,88.6,71.9,2507.2,47.3,166,1833.6,460.3,Heavy Rainfall,3080,3349.6,3449,3292.866666666667,3136.08
Andaman & Nicobar Islands,1958,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,37.2,410.2,1710.4,649.6,Heavy Rainfall,2507.2,3080,3349.6,2978.9333333333334,3021.54
Andaman & Nicobar Islands,1959,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.3,11.9,356.1,2271.7,703.6,Heavy Rainfall,2807.4,2507.2,3080,2798.2,3038.64
Andaman & Nicobar Islands,1960,104.2,72.4,12.1,53.5,535.4,541.5,308.4,270.7,442.4,400,191.7,92.8,3025,176.6,601,1563,684.5,Heavy Rainfall,3343.3,2807.4,2507.2,2885.9666666666667,3017.5
Andaman & Nicobar Islands,1961,82.1,99.4,33.2,88.1,973.1,383.3,304.9,557.1,612,379.9,280.6,144.5,3938.2,181.5,1094.5,1857.3,805,Heavy Rainfall,3025,3343.3,2807.4,3058.5666666666666,2952.58
Andaman & Nicobar Islands,1962,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7,167.3,374.1,1671.9,746.4,Heavy Rainfall,3938.2,3025,3343.3,3435.5,3124.22
Andaman & Nicobar Islands,1963,79.9,26.8,7.4,69.5,259.9,434.7,303.3,601.2,614.3,295.5,109.3,179.9,2981.7,106.7,336.8,1953.5,584.7,Heavy Rainfall,2959.7,3938.2,3025,3307.633333333333,3214.72
Andaman & Nicobar Islands,1964,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8,87.4,551.8,1745.9,669.8,Heavy Rainfall,2981.7,2959.7,3938.2,3293.2,3249.58
Andaman & Nicobar Islands,1965,11.8,30.4,25.3,51,292.3,408.8,392.1,396.6,576.8,290.5,187.9,500.4,3163.8,42.2,368.5,1774.3,978.8,Heavy Rainfall,3054.8,2981.7,2959.7,2998.733333333333,3191.88
Andaman & Nicobar Islands,1966,79.8,4.2,12,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2,83.9,427.6,1372.1,817.6,Heavy Rainfall,3163.8,3054.8,2981.7,3066.766666666667,3219.64
Andaman & Nicobar Islands,1967,164.6,21.6,30,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97,3216.4,186.2,609.7,1796.4,624.1,Heavy Rainfall,2701.2,3163.8,3054.8,2973.266666666667,2972.24
Andaman & Nicobar Islands,1968,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242,496.8,281.6,152,119.2,2762.8,23.4,383.3,1803.3,552.8,Heavy Rainfall,3216.4,2701.2,3163.8,3027.133333333333,3023.58
Andaman & Nicobar Islands,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619,171,352.7,1539.1,556.3,Heavy Rainfall,2762.8,3216.4,2701.2,2893.4666666666667,2979.8
Andaman & Nicobar Islands,1970,72.2,34,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.8,106.2,488.7,1738.2,1037.7,Heavy Rainfall,2619,2762.8,3216.4,2866.0666666666666,2892.64
Andaman & Nicobar Islands,1971,41.5,32.8,37.7,35.3,398,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.6,74.3,471,1613.7,839.6,Heavy Rainfall,3370.8,2619,2762.8,2917.5333333333333,2934.04
Andaman & Nicobar Islands,1972,13.7,1.7,7.5,178.3,420.2,470,544.6,384.9,444.5,263.8,413.9,180,3323,15.3,605.9,1844,857.7,Heavy Rainfall,2998.6,3370.8,2619,2996.133333333333,2993.52
Andaman & Nicobar Islands,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991.1,38.5,478.7,1587.8,886.1,Heavy Rainfall,3323,2998.6,3370.8,3230.8,3014.84
Andaman & Nicobar Islands,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962,66,672,1378.7,845.3,Heavy Rainfall,2991.1,3323,2998.6,3104.233333333333,3060.5
Andaman & Nicobar Islands,1975,276.9,27.5,8,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.7,304.4,395.2,1589.1,797,Heavy Rainfall,2962,2991.1,3323,3092.0333333333333,3129.1
Andaman & Nicobar Islands,1976,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387,166.8,307.2,359.6,3276,30.6,713.5,1698.2,833.7,Heavy Rainfall,3085.7,2962,2991.1,3012.9333333333334,3072.08
Andaman & Nicobar Islands,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2,122.9,288.3,1492.9,484.1,Heavy Rainfall,3276,3085.7,2962,3107.9,3127.56
Andaman & Nicobar Islands,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,138.9,425.9,1775.9,371.6,Heavy Rainfall,2388.2,3276,3085.7,2916.633333333333,2940.6
Andaman & Nicobar Islands,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.4,44.9,215,1242.5,347,Heavy Rainfall,2712.4,2388.2,3276,2792.2,2884.86
Andaman & Nicobar Islands,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252,143.7,500.7,3625.3,6.3,776.5,1946.3,896.3,Heavy Rainfall,1849.4,2712.4,2388.2,2316.6666666666665,2662.34
Andaman & Nicobar Islands,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.8,38.9,366.7,1908,761.2,Heavy Rainfall,3625.3,1849.4,2712.4,2729.0333333333333,2770.26
Andaman & Nicobar Islands,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369,164.5,238.8,60.5,2384.5,11.6,333.3,1575.8,463.8,Heavy Rainfall,3074.8,3625.3,1849.4,2849.8333333333335,2730.02
Andaman & Nicobar Islands,1983,22.1,0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261,88.1,2792.4,22.1,253,1892.4,624.9,Heavy Rainfall,2384.5,3074.8,3625.3,3028.2000000000003,2729.28
Andaman & Nicobar Islands,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3,243.2,345.2,1280.7,951.2,Heavy Rainfall,2792.4,2384.5,3074.8,2750.5666666666666,2745.28
Andaman & Nicobar Islands,1985,12,19.2,24.1,55,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8,31.2,357.2,1557,685.4,Heavy Rainfall,2820.3,2792.4,2384.5,2665.7333333333336,2939.46
Andaman & Nicobar Islands,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444,408.9,176.1,163.5,47,2187.8,15.4,312.3,1473.6,386.5,Heavy Rainfall,2630.8,2820.3,2792.4,2747.8333333333335,2740.56
Andaman & Nicobar Islands,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2764,107.6,200.9,1434.5,1021,Heavy Rainfall,2187.8,2630.8,2820.3,2546.3,2563.1600000000003
Andaman & Nicobar Islands,1988,10.2,39.9,28,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583,69.9,3323,50.1,538.1,1810.5,924.3,Heavy Rainfall,2764,2187.8,2630.8,2527.5333333333333,2639.06
Andaman & Nicobar Islands,1989,56,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255,4,2533.6,68.8,490,1424.1,550.7,Heavy Rainfall,3323,2764,2187.8,2758.266666666667,2745.1800000000003
Andaman & Nicobar Islands,1990,13.4,0.2,24.6,87.5,424.6,291,213.2,293.3,310.4,133.6,291.1,100.3,2183.4,13.6,536.8,1108,525.1,Heavy Rainfall,2533.6,3323,2764,2873.5333333333333,2687.84
Andaman & Nicobar Islands,1991,14.1,3.8,28,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.8,18,352.2,1689.3,476.2,Heavy Rainfall,2183.4,2533.6,3323,2680,2598.36
Andaman & Nicobar Islands,1992,75.9,10.9,0,5.1,241.7,392,348.2,372.3,323.7,257.3,64.3,7.2,2098.7,86.8,246.8,1436.2,328.8,Heavy Rainfall,2535.8,2183.4,2533.6,2417.6,2667.96
Andaman & Nicobar Islands,1993,14.9,0,129.9,43.7,181.4,257.1,391.7,226.7,437,299.3,189,66.7,2237.4,14.9,355,1312.5,555,Heavy Rainfall,2098.7,2535.8,2183.4,2272.633333333333,2534.9
Andaman & Nicobar Islands,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8,42.6,687.2,2191.5,341.5,Heavy Rainfall,2237.4,2098.7,2535.8,2290.633333333333,2317.78
Andaman & Nicobar Islands,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4,64.3,348.1,1933.9,769.2,Heavy Rainfall,3262.8,2237.4,2098.7,2532.9666666666667,2463.62
Andaman & Nicobar Islands,1996,52.2,4.8,3.4,122.7,298,559.2,335.5,328,541.6,318.5,254.2,178.8,2996.9,57,424.1,1764.3,751.5,Heavy Rainfall,3115.4,3262.8,2237.4,2871.866666666667,2650.02
Andaman & Nicobar Islands,1997,9.5,0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1,9.5,296.9,1988.8,459.9,Heavy Rainfall,2996.9,3115.4,3262.8,3125.0333333333333,2742.2400000000002
Andaman & Nicobar Islands,1998,0.9,0,0,0,348.9,600,364.5,258.9,337.8,618.6,227.8,89,2846.4,0.9,348.9,1561.2,935.4,Heavy Rainfall,2755.1,2996.9,3115.4,2955.8,2873.52
Andaman & Nicobar Islands,1999,46.8,44.6,14.2,270.6,257.4,295,408.5,329.2,325.3,437.5,124.9,145.7,2699.7,91.4,542.2,1358,708.1,Heavy Rainfall,2846.4,2755.1,2996.9,2866.133333333333,2995.32
Andaman & Nicobar Islands,2000,53,59,171.3,218.1,422.8,357,176.3,460.8,250.1,321.2,158.3,115.2,2763.2,112,812.2,1244.2,594.7,Heavy Rainfall,2699.7,2846.4,2755.1,2767.0666666666666,2882.7
Andaman & Nicobar Islands,2001,89,15.7,143.3,30.1,705.3,370.7,341.3,469,334.4,267.6,222.6,91.8,3080.9,104.7,878.7,1515.4,582,Heavy Rainfall,2763.2,2699.7,2846.4,2769.7666666666664,2812.2599999999998
Andaman & Nicobar Islands,2002,10.6,0,11.5,100.2,366.7,358.3,317.4,429.8,420,169,306.7,129.9,2620.2,10.7,478.4,1525.6,605.5,Heavy Rainfall,3080.9,2763.2,2699.7,2847.9333333333334,2829.06
Andaman & Nicobar Islands,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48,2355.9,52.2,465,1406.1,432.5,Heavy Rainfall,2620.2,3080.9,2763.2,2821.4333333333334,2802.08
Andaman & Nicobar Islands,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4,2460.1,90.4,583.2,1392.2,394.2,Heavy Rainfall,2355.9,2620.2,3080.9,2685.6666666666665,2703.98
Andaman & Nicobar Islands,2005,0,0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,0,376.8,1700.4,877.5,Heavy Rainfall,2460.1,2355.9,2620.2,2478.733333333333,2656.06
Andaman & Nicobar Islands,2006,16.3,14.4,48.9,163.7,321.4,366,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,30.7,534,1314.9,525.2,Heavy Rainfall,2954.7,2460.1,2355.9,2590.233333333333,2694.36
Andaman & Nicobar Islands,2007,4.9,1.6,5,54.6,370,378.3,463.2,465.3,486.4,209.4,223.9,85.6,2748,6.5,429.6,1793.1,518.9,Heavy Rainfall,2404.7,2954.7,2460.1,2606.5,2559.12
Andaman & Nicobar Islands,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332,243.7,321.1,72,3374.8,77.6,877.3,1783.1,636.8,Heavy Rainfall,2748,2404.7,2954.7,2702.4666666666667,2584.68
Andaman & Nicobar Islands,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48,2538.6,30.8,493.7,1627.1,386.9,Heavy Rainfall,3374.8,2748,2404.7,2842.5,2788.46
Andaman & Nicobar Islands,2010,101.7,8,0.7,12.5,319,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3,Heavy Rainfall,2538.6,3374.8,2748,2887.133333333333,2804.16
Andaman & Nicobar Islands,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5,3828,350.7,710.7,2165,601.6,Heavy Rainfall,3157.1,2538.6,3374.8,3023.5,2844.64
Andaman & Nicobar Islands,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3,3497.6,165.6,620.5,2014,697.5,Heavy Rainfall,3828,3157.1,2538.6,3174.5666666666666,3129.3
Andaman & Nicobar Islands,2013,67.1,37.6,43,46.3,509.3,777,564.8,336.7,473.6,455.8,354.2,92.3,3757.8,104.7,598.6,2152.1,902.4,Heavy Rainfall,3497.6,3828,3157.1,3494.233333333333,3279.22
Andaman & Nicobar Islands,2014,41.9,8.6,0,11.1,238,416.6,467.6,321.6,412.9,402.6,201.2,100.4,2622.4,50.5,249.1,1618.7,704.2,Heavy Rainfall,3757.8,3497.6,3828,3694.4666666666667,3355.82
Andaman & Nicobar Islands,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480,523.3,252.1,236.3,129.9,2904.6,134.4,473.2,1678.6,618.4,Heavy Rainfall,2622.4,3757.8,3497.6,3292.6,3372.58
Andaman & Nicobar Islands,2016,72,15.8,5.4,2.4,191.1,429.4,301.2,227.7,604.3,287.2,181.7,533.7,2851.9,87.8,198.9,1562.6,1002.6,Heavy Rainfall,2904.6,2622.4,3757.8,3094.9333333333334,3322.08
Andaman & Nicobar Islands,2017,228.7,5.6,33,108.3,275.8,349.1,389.4,414.7,372.8,263,205.9,243.7,2890,234.2,417.1,1526,712.6,Heavy Rainfall,2851.9,2904.6,2622.4,2792.9666666666667,3126.86
Arunachal Pradesh,1916,48.1,69.8,71.1,316.1,424.6,1124.9,347.02004305190144,629.7,333.9,95.32470700789284,39.49643284654058,18.968645284825275,1409.4492071119655,117.9,811.8,1063.851579703207,153.64862275449102,Normal,NA,NA,NA,NA,NA
Arunachal Pradesh,1917,21.4,164.5,27.412912482066,269.6,107.9,823.8,909.1,628.4,411.5,199.3,63.5,0,1409.4492071119655,185.9,155.82091409428094,2772.8,262.8,Normal,1409.4492071119655,NA,NA,NA,NA
Arunachal Pradesh,1918,10.4,11,191.2,144.6,861.1,1609.9,1303,692.6,515.8,125.2,7.8,13.7,5486.3,21.4,1196.9,4121.3,146.7,Heavy Rainfall,1409.4492071119655,1409.4492071119655,NA,NA,NA
Arunachal Pradesh,1919,34.5,67.8,28.5,256.9,420.6,973.6,999,286.7,628.7,948.3,40.7,8.6,4693.9,102.3,706,2888,997.6,Heavy Rainfall,5486.3,1409.4492071119655,1409.4492071119655,2768.399471407977,NA
Arunachal Pradesh,1920,14,196.3,605.6,364.7,173.6,840.6,535.4,896.5,376.7,103.3,0,0,4106.7,210.3,1143.9,2649.2,103.3,Heavy Rainfall,4693.9,5486.3,1409.4492071119655,3863.216402370655,NA
Arunachal Pradesh,1921,78.9,54.3,180.3,358,598,1233.2,1433,885.9,603.4,246.3,4.6,15.5,5691.4,133.2,1136.3,4155.5,266.4,Heavy Rainfall,4106.7,4693.9,5486.3,4762.3,3421.159682844786
Arunachal Pradesh,1922,50.7,59.4,170.4,299.5,350.5,1109.3,918.7,488.3,207.6,483.5,30.3,19,4187.2,110.1,820.4,2723.9,532.8,Heavy Rainfall,5691.4,4106.7,4693.9,4830.666666666666,4277.549841422393
Arunachal Pradesh,1923,9.4,160.8,34,240.9,445.4,408.6,1278.5,251.3,617.3,50.1,8.4,2.8,3507.5,170.2,720.3,2555.7,61.3,Heavy Rainfall,4187.2,5691.4,4106.7,4661.766666666666,4833.0999999999995
Arunachal Pradesh,1924,85.7,45.1,74.1,162.4,515.7,1165,942.7,713.8,410.8,303.3,31.9,0,4450.5,130.8,752.2,3232.3,335.2,Heavy Rainfall,3507.5,4187.2,5691.4,4462.033333333333,4437.34
Arunachal Pradesh,1925,80.6,114,143.3,223,587.2,611.6,611,684.7,1222,153.2,5.1,4.1,4439.8,194.6,953.5,3129.3,162.4,Heavy Rainfall,4450.5,3507.5,4187.2,4048.4,4388.66
Arunachal Pradesh,1926,38.1,40.8,179.1,249.7,248.1,675.2,978.7,445.6,286.9,311.5,18.6,49.3,3521.6,78.9,676.9,2386.4,379.4,Heavy Rainfall,4439.8,4450.5,3507.5,4132.6,4455.28
Arunachal Pradesh,1927,48.3,208.5,88.1,384,164,1045.4,923.2,727.8,1108.9,537.2,17.8,0,5253.2,256.8,636.1,3805.3,555,Heavy Rainfall,3521.6,4439.8,4450.5,4137.3,4021.32
Arunachal Pradesh,1928,48.9,39.7,118.2,123.4,431.9,1168.3,993.6,981.2,706.1,633.5,25.6,2.3,5272.7,88.6,673.5,3849.2,661.4,Heavy Rainfall,5253.2,3521.6,4439.8,4404.866666666667,4234.52
Arunachal Pradesh,1929,144.8,59.2,124.3,492.3,615.8,853,614.4,670,384.3,188,64.5,109.5,4320.2,204.1,1232.4,2521.8,362,Heavy Rainfall,5272.7,5253.2,3521.6,4682.5,4587.5599999999995
Arunachal Pradesh,1930,64.4,84.3,202.5,565.4,148.9,720.9,376.2,1055.5,637,361.1,93.2,24.9,4334.1,148.7,916.8,2789.5,479.1,Heavy Rainfall,4320.2,5272.7,5253.2,4948.7,4561.5
Arunachal Pradesh,1931,61.3,189.7,231.6,502.7,277.7,1149.4,1399.9,337.7,480.7,157.4,37.8,46.2,4872.1,251,1012,3367.7,241.3,Heavy Rainfall,4334.1,4320.2,5272.7,4642.333333333333,4540.36
Arunachal Pradesh,1932,70.2,110.3,105.5,282.7,661.6,1065.2,521.2,907.8,682.9,152.2,231.4,59.9,4850.9,180.5,1049.8,3177.1,443.5,Heavy Rainfall,4872.1,4334.1,4320.2,4508.8,4810.46
Arunachal Pradesh,1933,56,59.4,101.6,267.9,435.3,782.1,743.2,685.2,376.1,217.9,40.6,8.1,3773.3,115.4,804.8,2586.5,266.6,Heavy Rainfall,4850.9,4872.1,4334.1,4685.7,4730
Arunachal Pradesh,1934,84.9,88.3,128.3,595.1,454.5,1024.6,935.9,640.9,382.6,141.6,77,21.9,4575.7,173.2,1177.9,2984,240.6,Heavy Rainfall,3773.3,4850.9,4872.1,4498.766666666666,4430.12
Arunachal Pradesh,1935,18.1,143.6,169.7,211.2,299.9,1147.1,489.9,968.8,631.6,21.8,44.4,27.4,4173.7,161.8,680.9,3237.5,93.6,Heavy Rainfall,4575.7,3773.3,4850.9,4399.966666666666,4481.22
